"V1","V2","V3","V4"
"LinReg DS","12","0.173913043478261","0.76"
"LinReg MS","12","0","0.84"
"DataSplitting","12","0.272727272727273","0.96"
"MultipleDataSplitting","12","0.04","0.96"
"Knockoff","12","0.294117647058824","0.96"
"BH","12","0","0.92"
