"max_depth","eta","nrounds","subsample","colsample_bytree","lambda","alpha","R2_test1","R2_test2","R2_avg","selected"
5,0.01,200,1,0.6,2,0.5,0.271360303855456,0.170698788650384,0.22102954625292,0
5,0.05,200,1,0.6,2,0.5,0.524633445486128,0.631237748152123,0.577935596819126,0
5,0.1,200,1,0.6,2,0.5,0.560740614160373,0.637826097479557,0.599283355819965,0
5,0.3,200,1,0.6,2,0.5,0.472164257430516,0.650036153705661,0.561100205568088,0
7,0.01,200,1,0.6,2,0.5,0.243177499922544,0.160396833793199,0.201787166857871,0
7,0.05,200,1,0.6,2,0.5,0.482717766863044,0.592089527129137,0.53740364699609,0
7,0.1,200,1,0.6,2,0.5,0.527332342536715,0.641231880214471,0.584282111375593,0
7,0.3,200,1,0.6,2,0.5,0.456117164969926,0.53800881036973,0.497062987669828,0
9,0.01,200,1,0.6,2,0.5,0.23217955787747,0.151342223574173,0.191760890725822,0
9,0.05,200,1,0.6,2,0.5,0.503260171021315,0.544492957009545,0.52387656401543,0
9,0.1,200,1,0.6,2,0.5,0.424089061305885,0.577997035076866,0.501043048191375,0
9,0.3,200,1,0.6,2,0.5,0.543277928006611,0.499108426611991,0.521193177309301,0
3,0.05,200,0.6,0.8,2,0.5,0.56948112620517,0.614007839919669,0.591744483062419,0
3,0.1,200,0.6,0.8,2,0.5,0.583387009239559,0.566076168273293,0.574731588756426,0
3,0.3,200,0.6,0.8,2,0.5,0.660658901862057,0.471911908857389,0.566285405359723,0
5,0.01,200,0.6,0.8,2,0.5,0.233719707556386,0.026357813536166,0.130038760546276,0
5,0.05,200,0.6,0.8,2,0.5,0.468471478547121,0.574971065204434,0.521721271875778,0
5,0.1,200,0.6,0.8,2,0.5,0.497224944005044,0.59808824612593,0.547656595065487,0
5,0.3,200,0.6,0.8,2,0.5,0.377681529237835,0.428657172752592,0.403169350995214,0
7,0.01,200,0.6,0.8,2,0.5,0.242977358896703,0.063447052173444,0.153212205535073,0
7,0.05,200,0.6,0.8,2,0.5,0.518418556935068,0.534713404757854,0.526565980846461,0
7,0.1,200,0.6,0.8,2,0.5,0.481236697425118,0.546715378207109,0.513976037816114,0
7,0.3,200,0.6,0.8,2,0.5,0.389218504436685,0.412149755280587,0.400684129858636,0
9,0.01,200,0.6,0.8,2,0.5,0.244674946877354,0.0353512996607996,0.140013123269077,0
9,0.05,200,0.6,0.8,2,0.5,0.551214245491633,0.600513666987163,0.575863956239398,0
9,0.1,200,0.6,0.8,2,0.5,0.457570943929232,0.487522594885766,0.472546769407499,0
9,0.3,200,0.6,0.8,2,0.5,0.582747808845631,0.40151444560338,0.492131127224505,0
3,0.01,200,0.8,0.8,2,0.5,0.3045515905987,0.134962474433535,0.219757032516118,0
3,0.05,200,0.8,0.8,2,0.5,0.568422040168269,0.639778531697537,0.604100285932903,0
3,0.1,200,0.8,0.8,2,0.5,0.585258597301446,0.637917148070736,0.611587872686091,0
3,0.3,200,0.8,0.8,2,0.5,0.5165514738346,0.519063620118964,0.517807546976782,0
5,0.01,200,0.8,0.8,2,0.5,0.266003517367506,0.13276587258345,0.199384694975478,0
5,0.05,200,0.8,0.8,2,0.5,0.534697446520253,0.591887659409834,0.563292552965044,0
5,0.1,200,0.8,0.8,2,0.5,0.59222714148649,0.650287403574866,0.621257272530678,0
5,0.3,200,0.8,0.8,2,0.5,0.527503860607826,0.547473786722348,0.537488823665087,0
7,0.01,200,0.8,0.8,2,0.5,0.23346712197046,0.103654132542288,0.168560627256374,0
7,0.05,200,0.8,0.8,2,0.5,0.540412479689789,0.57399518323328,0.557203831461534,0
7,0.1,200,0.8,0.8,2,0.5,0.524066594693766,0.579589391199844,0.551827992946805,0
7,0.3,200,0.8,0.8,2,0.5,0.464561436304144,0.507698885850519,0.486130161077331,0
9,0.01,200,0.8,0.8,2,0.5,0.243059735078545,0.115133033322928,0.179096384200737,0
9,0.05,200,0.8,0.8,2,0.5,0.488620806948147,0.612086455702863,0.550353631325505,0
9,0.1,200,0.8,0.8,2,0.5,0.471896039826486,0.550602115908286,0.511249077867386,0
9,0.3,200,0.8,0.8,2,0.5,0.535802660061659,0.496129034359201,0.51596584721043,0
3,0.01,200,1,0.8,2,0.5,0.285083729485181,0.189912732446757,0.237498230965969,0
3,0.05,200,1,0.8,2,0.5,0.569317236969378,0.648949072456528,0.609133154712953,0
3,0.1,200,1,0.8,2,0.5,0.595130099038365,0.683423632175347,0.639276865606856,0
3,0.3,200,1,0.8,2,0.5,0.574835891769624,0.668123146722545,0.621479519246084,0
5,0.05,200,1,0.8,2,0.5,0.518061067413647,0.630719042469888,0.574390054941768,0
5,0.1,200,1,0.8,2,0.5,0.519049765749052,0.653064456197711,0.586057110973382,0
5,0.3,200,1,0.8,2,0.5,0.524365051315989,0.607057069440287,0.565711060378138,0
7,0.01,200,1,0.8,2,0.5,0.270394303352367,0.135904123255462,0.203149213303915,0
7,0.05,200,1,0.8,2,0.5,0.503783687603169,0.632197074638963,0.567990381121066,0
7,0.1,200,1,0.8,2,0.5,0.505735950959188,0.616058754281636,0.560897352620412,0
7,0.3,200,1,0.8,2,0.5,0.492065811983875,0.614932646133298,0.553499229058586,0
9,0.01,200,1,0.8,2,0.5,0.256348542516442,0.145739775636931,0.201044159076686,0
9,0.05,200,1,0.8,2,0.5,0.481448081058253,0.578797432708608,0.53012275688343,0
9,0.1,200,1,0.8,2,0.5,0.513412504644404,0.567947391639381,0.540679948141892,0
9,0.3,200,1,0.8,2,0.5,0.4526763424466,0.561838418254559,0.50725738035058,0
3,0.01,200,0.6,1,2,0.5,0.260892932367768,0.0837435420573255,0.172318237212547,0
3,0.05,200,0.6,1,2,0.5,0.558804607708169,0.593031749160791,0.57591817843448,0
3,0.1,200,0.6,1,2,0.5,0.584123590729878,0.568121921357327,0.576122756043603,0
5,0.01,200,0.6,1,2,0.5,0.272134363855882,0.0295172531313034,0.150825808493593,0
5,0.05,200,0.6,1,2,0.5,0.582175131524395,0.544850829032818,0.563512980278607,0
5,0.1,200,0.6,1,2,0.5,0.507429513203977,0.55296489202763,0.530197202615803,0
5,0.3,200,0.6,1,2,0.5,0.351411435487632,0.217519938775916,0.284465687131774,0
7,0.01,200,0.6,1,2,0.5,0.247052960778603,0.0504107421086062,0.148731851443605,0
7,0.05,200,0.6,1,2,0.5,0.462867823639244,0.562529894648969,0.512698859144106,0
7,0.1,200,0.6,1,2,0.5,0.516622180782087,0.479826218479254,0.49822419963067,0
7,0.3,200,0.6,1,2,0.5,0.515988362514309,0.629114882500827,0.572551622507568,0
9,0.01,200,0.6,1,2,0.5,0.230978020887852,0.0465613079623707,0.138769664425111,0
9,0.05,200,0.6,1,2,0.5,0.492886862268314,0.546917751183059,0.519902306725687,0
9,0.1,200,0.6,1,2,0.5,0.532473635813339,0.511421734051825,0.521947684932582,0
9,0.3,200,0.6,1,2,0.5,0.4576587022641,0.315514942879259,0.38658682257168,0
3,0.01,200,0.8,1,2,0.5,0.314653389184624,0.155507502857043,0.235080446020834,0
3,0.05,200,0.8,1,2,0.5,0.591363228010866,0.597633840320338,0.594498534165602,0
3,0.1,200,0.8,1,2,0.5,0.562470508724056,0.594666349939473,0.578568429331764,0
3,0.3,200,0.8,1,2,0.5,0.611093121572089,0.558030722684802,0.584561922128445,0
5,0.01,200,0.8,1,2,0.5,0.260436515442786,0.1176239431289,0.189030229285843,0
5,0.05,200,0.8,1,2,0.5,0.538583390670285,0.61535009053197,0.576966740601127,0
5,0.1,200,0.8,1,2,0.5,0.529179955679482,0.621383356196165,0.575281655937824,0
5,0.3,200,0.8,1,2,0.5,0.505602046298192,0.59884389017491,0.552222968236551,0
7,0.01,200,0.8,1,2,0.5,0.255507055200424,0.0958023287718576,0.175654691986141,0
7,0.05,200,0.8,1,2,0.5,0.523981086894514,0.605484143256287,0.564732615075401,0
7,0.1,200,0.8,1,2,0.5,0.555046285504302,0.605738902082364,0.580392593793333,0
7,0.3,200,0.8,1,2,0.5,0.498480720168419,0.528388562462035,0.513434641315227,0
9,0.01,200,0.8,1,2,0.5,0.247037314302244,0.0972793567092392,0.172158335505741,0
9,0.05,200,0.8,1,2,0.5,0.491704673228698,0.616333632373232,0.554019152800965,0
9,0.1,200,0.8,1,2,0.5,0.531519829588093,0.528559725941334,0.530039777764713,0
9,0.3,200,0.8,1,2,0.5,0.520394786889353,0.569981614100528,0.545188200494941,0
3,0.01,200,1,1,2,0.5,0.243735029562104,0.202499697811731,0.223117363686918,0
3,0.05,200,1,1,2,0.5,0.512172974725855,0.655019131405444,0.583596053065649,0
3,0.1,200,1,1,2,0.5,0.540244981420876,0.644233568136182,0.592239274778529,0
3,0.3,200,1,1,2,0.5,0.549313724814665,0.634422179427799,0.591867952121232,0
5,0.01,200,1,1,2,0.5,0.202256434755518,0.18519593924197,0.193726186998744,0
5,0.05,200,1,1,2,0.5,0.483899697910209,0.640298867541665,0.562099282725937,0
5,0.1,200,1,1,2,0.5,0.493803258505405,0.601629271360218,0.547716264932811,0
5,0.3,200,1,1,2,0.5,0.507164108758111,0.613403436987128,0.56028377287262,0
7,0.01,200,1,1,2,0.5,0.198211919410225,0.171854770173802,0.185033344792013,0
7,0.05,200,1,1,2,0.5,0.474302030212677,0.601872819228445,0.538087424720561,0
7,0.1,200,1,1,2,0.5,0.479805597155798,0.562920788678922,0.52136319291736,0
7,0.3,200,1,1,2,0.5,0.545356056172903,0.516063198144422,0.530709627158662,0
9,0.01,200,1,1,2,0.5,0.206333229123652,0.163849509568537,0.185091369346095,0
9,0.05,200,1,1,2,0.5,0.461016506603832,0.562127092515511,0.511571799559671,0
9,0.1,200,1,1,2,0.5,0.465117144630052,0.578141320680845,0.521629232655449,0
9,0.3,200,1,1,2,0.5,0.525967914036335,0.503881772752246,0.514924843394291,0
3,0.05,200,0.6,0.6,0,1,0.589160610824046,0.624297816460891,0.606729213642469,0
3,0.1,200,0.6,0.6,0,1,0.589692645935011,0.564320182303372,0.577006414119191,0
3,0.3,200,0.6,0.6,0,1,0.506693704939366,0.586435594462383,0.546564649700875,0
5,0.01,200,0.6,0.6,0,1,0.357087774346319,0.145235839170041,0.25116180675818,0
5,0.05,200,0.6,0.6,0,1,0.563355025860799,0.550909265577556,0.557132145719178,0
5,0.1,200,0.6,0.6,0,1,0.541434754938629,0.605513389996679,0.573474072467654,0
5,0.3,200,0.6,0.6,0,1,0.530723028184819,0.485372157469522,0.50804759282717,0
7,0.01,200,0.6,0.6,0,1,0.366224004393142,0.148850739267796,0.257537371830469,0
7,0.05,200,0.6,0.6,0,1,0.591713769368739,0.572870358801017,0.582292064084878,0
7,0.1,200,0.6,0.6,0,1,0.640022797806394,0.63714383461563,0.638583316211012,0
7,0.3,200,0.6,0.6,0,1,0.438455585783445,0.490948284441343,0.464701935112394,0
9,0.01,200,0.6,0.6,0,1,0.3556928673893,0.182798718656692,0.269245793022996,0
9,0.05,200,0.6,0.6,0,1,0.547761366471514,0.528118638176025,0.537940002323769,0
9,0.1,200,0.6,0.6,0,1,0.644088253813709,0.551627430543383,0.597857842178546,0
9,0.3,200,0.6,0.6,0,1,0.537562905154961,0.550627988953009,0.544095447053985,0
3,0.01,200,0.8,0.6,0,1,0.359399332919999,0.181911047946665,0.270655190433332,0
3,0.05,200,0.8,0.6,0,1,0.647820051644895,0.610374095657359,0.629097073651127,0
3,0.1,200,0.8,0.6,0,1,0.59688844679182,0.638841984107993,0.617865215449907,0
3,0.3,200,0.8,0.6,0,1,0.58376756633533,0.589409066485733,0.586588316410531,0
5,0.05,200,0.8,0.6,0,1,0.634625712772882,0.622314311820293,0.628470012296588,0
5,0.1,200,0.8,0.6,0,1,0.598377670721454,0.609764359900261,0.604071015310857,0
5,0.3,200,0.8,0.6,0,1,0.508898357788928,0.436917562787771,0.472907960288349,0
7,0.01,200,0.8,0.6,0,1,0.367609645981424,0.152699032707965,0.260154339344694,0
7,0.05,200,0.8,0.6,0,1,0.644197501085656,0.661854207199626,0.653025854142641,0
7,0.1,200,0.8,0.6,0,1,0.558820352425686,0.583474033304181,0.571147192864934,0
7,0.3,200,0.8,0.6,0,1,0.541659200247731,0.522287492896049,0.53197334657189,0
9,0.01,200,0.8,0.6,0,1,0.383242750704877,0.151366409400795,0.267304580052836,0
9,0.05,200,0.8,0.6,0,1,0.644210636321814,0.633518481119683,0.638864558720748,0
9,0.1,200,0.8,0.6,0,1,0.624139691202905,0.656983950233343,0.640561820718124,0
9,0.3,200,0.8,0.6,0,1,0.561243120678805,0.473412666454729,0.517327893566767,0
3,0.01,200,1,0.6,0,1,0.388820394434099,0.166000046547331,0.277410220490715,0
3,0.05,200,1,0.6,0,1,0.659284563724902,0.623218761031678,0.64125166237829,0
3,0.1,200,1,0.6,0,1,0.646881347729972,0.616083081090764,0.631482214410368,0
3,0.3,200,1,0.6,0,1,0.516906483885682,0.45601571319792,0.486461098541801,0
5,0.01,200,1,0.6,0,1,0.398299409677306,0.127850271283763,0.263074840480534,0
5,0.05,200,1,0.6,0,1,0.641262523247217,0.591738565598865,0.616500544423041,0
5,0.1,200,1,0.6,0,1,0.636963172095598,0.587739328458788,0.612351250277193,0
5,0.3,200,1,0.6,0,1,0.644483303800825,0.557046671341562,0.600764987571193,0
7,0.05,200,1,0.6,0,1,0.630653181173932,0.6003230080771,0.615488094625516,0
7,0.1,200,1,0.6,0,1,0.620226828987321,0.579835827555609,0.600031328271465,0
7,0.3,200,1,0.6,0,1,0.57342313802198,0.438552364192184,0.505987751107082,0
9,0.01,200,1,0.6,0,1,0.389064747357759,0.123863918421961,0.25646433288986,0
9,0.05,200,1,0.6,0,1,0.641357015600048,0.599703667468781,0.620530341534415,0
9,0.1,200,1,0.6,0,1,0.628769873386389,0.540685892408002,0.584727882897196,0
9,0.3,200,1,0.6,0,1,0.480380162006049,0.333464705339812,0.40692243367293,0
3,0.01,200,0.6,0.8,0,1,0.381979816284976,0.180615536572578,0.281297676428777,0
3,0.05,200,0.6,0.8,0,1,0.627170729440533,0.614491212595592,0.620830971018063,0
3,0.1,200,0.6,0.8,0,1,0.639941921159498,0.625415638852988,0.632678780006243,0
3,0.3,200,0.6,0.8,0,1,0.620138378076441,0.5602203206124,0.590179349344421,0
5,0.01,200,0.6,0.8,0,1,0.393137442962951,0.183789865005184,0.288463653984067,0
5,0.05,200,0.6,0.8,0,1,0.607159277059725,0.597603756065889,0.602381516562807,0
5,0.1,200,0.6,0.8,0,1,0.58226156876615,0.679698290058917,0.630979929412534,0
5,0.3,200,0.6,0.8,0,1,0.516775080139266,0.628272332635752,0.572523706387509,0
7,0.01,200,0.6,0.8,0,1,0.379170383543881,0.204290725135221,0.291730554339551,0
7,0.05,200,0.6,0.8,0,1,0.581712912858251,0.576767733332965,0.579240323095608,0
7,0.1,200,0.6,0.8,0,1,0.574982576400064,0.528691130187453,0.551836853293759,0
7,0.3,200,0.6,0.8,0,1,0.307120506875925,0.409329016986761,0.358224761931343,0
9,0.01,200,0.6,0.8,0,1,0.388850893320982,0.179359679923233,0.284105286622108,0
9,0.05,200,0.6,0.8,0,1,0.603420020182173,0.633593326306575,0.618506673244374,0
9,0.1,200,0.6,0.8,0,1,0.599013531480707,0.620353947209026,0.609683739344866,0
9,0.3,200,0.6,0.8,0,1,0.611369873671107,0.452715629855243,0.532042751763175,0
3,0.01,200,0.8,0.8,0,1,0.414147249726743,0.203428040049024,0.308787644887884,0
3,0.05,200,0.8,0.8,0,1,0.642900179185779,0.629685793674145,0.636292986429962,0
3,0.1,200,0.8,0.8,0,1,0.630410375944291,0.607695123326037,0.619052749635164,0
3,0.3,200,0.8,0.8,0,1,0.522314134354807,0.559066226274731,0.540690180314769,0
5,0.01,200,0.8,0.8,0,1,0.404509071687514,0.177037127938807,0.290773099813161,0
5,0.05,200,0.8,0.8,0,1,0.626972100147677,0.587029155010046,0.607000627578862,0
5,0.1,200,0.8,0.8,0,1,0.614036964843582,0.642523436769137,0.628280200806359,0
5,0.3,200,0.8,0.8,0,1,0.605728540160367,0.644977043238535,0.625352791699451,0
7,0.01,200,0.8,0.8,0,1,0.392630376092607,0.174167997894006,0.283399186993306,0
7,0.05,200,0.8,0.8,0,1,0.649768629528198,0.596933489915106,0.623351059721652,0
7,0.1,200,0.8,0.8,0,1,0.615810269189399,0.631316657427993,0.623563463308696,0
7,0.3,200,0.8,0.8,0,1,0.55960180437353,0.540101130455635,0.549851467414583,0
9,0.01,200,0.8,0.8,0,1,0.395024236078571,0.156538447573567,0.275781341826069,0
9,0.05,200,0.8,0.8,0,1,0.626831598278835,0.614969542707795,0.620900570493315,0
9,0.1,200,0.8,0.8,0,1,0.625769296902436,0.614965388463423,0.62036734268293,0
9,0.3,200,0.8,0.8,0,1,0.563203827536585,0.557959700783443,0.560581764160014,0
3,0.01,200,1,0.8,0,1,0.427019094606164,0.171587390521559,0.299303242563862,0
3,0.05,200,1,0.8,0,1,0.641913018585661,0.597837018242794,0.619875018414228,0
3,0.1,200,1,0.8,0,1,0.645377572780735,0.633800913075228,0.639589242927982,0
3,0.3,200,1,0.8,0,1,0.617240927213948,0.551507799369955,0.584374363291952,0
5,0.01,200,1,0.8,0,1,0.419523096658858,0.140046392302447,0.279784744480653,0
5,0.05,200,1,0.8,0,1,0.649966409796526,0.587429757488119,0.618698083642322,0
5,0.1,200,1,0.8,0,1,0.66960375616765,0.597022359518651,0.63331305784315,0
5,0.3,200,1,0.8,0,1,0.654554430584863,0.60297728362207,0.628765857103466,0
7,0.01,200,1,0.8,0,1,0.413104584315913,0.118268608260513,0.265686596288213,0
7,0.05,200,1,0.8,0,1,0.615468874527484,0.547385717393245,0.581427295960364,0
7,0.1,200,1,0.8,0,1,0.585089328276544,0.579665732942272,0.582377530609408,0
7,0.3,200,1,0.8,0,1,0.580844128931331,0.567280793707871,0.574062461319601,0
9,0.01,200,1,0.8,0,1,0.409870157764083,0.134458788850155,0.272164473307119,0
9,0.05,200,1,0.8,0,1,0.626677374604343,0.53930735502258,0.582992364813461,0
9,0.1,200,1,0.8,0,1,0.635763771766866,0.594704878029642,0.615234324898254,0
9,0.3,200,1,0.8,0,1,0.566089344708906,0.575483879875846,0.570786612292376,0
3,0.01,200,0.6,1,0,1,0.394215936359458,0.19196971755662,0.293092826958039,0
3,0.05,200,0.6,1,0,1,0.618136314900712,0.617425771868861,0.617781043384787,0
3,0.1,200,0.6,1,0,1,0.625912027588328,0.617569782825538,0.621740905206933,0
3,0.3,200,0.6,1,0,1,0.625972975570767,0.594224835966091,0.610098905768429,0
5,0.05,200,0.6,1,0,1,0.606079930103386,0.659137477309582,0.632608703706484,0
5,0.1,200,0.6,1,0,1,0.667420903502021,0.618981377800895,0.643201140651458,0
5,0.3,200,0.6,1,0,1,0.518657192958604,0.476772062055905,0.497714627507255,0
7,0.01,200,0.6,1,0,1,0.387315752325694,0.17678240635673,0.282049079341212,0
7,0.05,200,0.6,1,0,1,0.601227256601337,0.618220784665132,0.609724020633234,0
7,0.1,200,0.6,1,0,1,0.572787820663305,0.657631173685029,0.615209497174167,0
7,0.3,200,0.6,1,0,1,0.56694614880309,0.525526164987543,0.546236156895316,0
9,0.01,200,0.6,1,0,1,0.376972658892912,0.191730039285083,0.284351349088998,0
9,0.05,200,0.6,1,0,1,0.614914366263206,0.610318617857767,0.612616492060486,0
9,0.1,200,0.6,1,0,1,0.625397270230231,0.609538029719239,0.617467649974735,0
9,0.3,200,0.6,1,0,1,0.491795066994924,0.597542393598966,0.544668730296945,0
3,0.01,200,0.8,1,0,1,0.4029468346235,0.203456704040501,0.303201769332,0
3,0.05,200,0.8,1,0,1,0.654812461806122,0.680106099321118,0.66745928056362,0
3,0.1,200,0.8,1,0,1,0.625341629826291,0.625519943306331,0.625430786566311,0
3,0.3,200,0.8,1,0,1,0.673798972353192,0.63426979772178,0.654034385037486,0
5,0.01,200,0.8,1,0,1,0.405806540231502,0.185039240382172,0.295422890306837,0
5,0.05,200,0.8,1,0,1,0.654631344277078,0.598489209079369,0.626560276678224,0
5,0.1,200,0.8,1,0,1,0.635340034551243,0.589155072645062,0.612247553598152,0
5,0.3,200,0.8,1,0,1,0.562648224385824,0.644279811889665,0.603464018137744,0
7,0.01,200,0.8,1,0,1,0.397512737313024,0.186723085594898,0.292117911453961,0
7,0.05,200,0.8,1,0,1,0.625468381238228,0.655922953759017,0.640695667498622,0
7,0.1,200,0.8,1,0,1,0.612605032528402,0.633560792956522,0.623082912742462,0
7,0.3,200,0.8,1,0,1,0.653471653083312,0.536116212621593,0.594793932852453,0
9,0.01,200,0.8,1,0,1,0.375823912496869,0.157209199433038,0.266516555964954,0
9,0.05,200,0.8,1,0,1,0.659596649066748,0.62188525561014,0.640740952338444,0
9,0.1,200,0.8,1,0,1,0.622053285088076,0.62731519018158,0.624684237634828,0
9,0.3,200,0.8,1,0,1,0.586020576169254,0.483442315192273,0.534731445680763,0
3,0.01,200,1,1,0,1,0.438070113784605,0.173175751898737,0.305622932841671,0
3,0.05,200,1,1,0,1,0.650626602952912,0.61784180799794,0.634234205475426,0
3,0.1,200,1,1,0,1,0.674766687473585,0.616512425907668,0.645639556690627,0
3,0.3,200,1,1,0,1,0.657982715478218,0.626637143058169,0.642309929268194,0
5,0.01,200,1,1,0,1,0.409952175748532,0.133609396686878,0.271780786217705,0
5,0.05,200,1,1,0,1,0.647837022322902,0.564955211026375,0.606396116674639,0
5,0.1,200,1,1,0,1,0.655964407342921,0.531508749147443,0.593736578245182,0
5,0.3,200,1,1,0,1,0.665259271811789,0.496745314782535,0.581002293297162,0
7,0.01,200,1,1,0,1,0.385424265816224,0.090748577672174,0.238086421744199,0
7,0.05,200,1,1,0,1,0.60288301783828,0.536397653389995,0.569640335614138,0
7,0.1,200,1,1,0,1,0.61152067145169,0.553362969107018,0.582441820279354,0
7,0.3,200,1,1,0,1,0.624282638394318,0.562090223838459,0.593186431116389,0
9,0.01,200,1,1,0,1,0.396311679521281,0.0912443254149968,0.243778002468139,0
9,0.05,200,1,1,0,1,0.61306544053768,0.554024793620909,0.583545117079294,0
9,0.1,200,1,1,0,1,0.614516076746812,0.557912693861569,0.58621438530419,0
9,0.3,200,1,1,0,1,0.595270677278153,0.540485042662924,0.567877859970539,0
3,0.01,200,0.6,0.6,0.5,1,0.319527256373999,0.164232022042781,0.24187963920839,0
3,0.05,200,0.6,0.6,0.5,1,0.589995403656185,0.586464804511497,0.588230104083841,0
3,0.1,200,0.6,0.6,0.5,1,0.56369884587094,0.612381788648938,0.588040317259939,0
3,0.3,200,0.6,0.6,0.5,1,0.450358628838442,0.220851500132222,0.335605064485332,0
5,0.01,200,0.6,0.6,0.5,1,0.289305458815474,0.0751572117414026,0.182231335278438,0
5,0.05,200,0.6,0.6,0.5,1,0.594204079890969,0.542913529729265,0.568558804810117,0
5,0.1,200,0.6,0.6,0.5,1,0.554868674389238,0.61968419174824,0.587276433068739,0
5,0.3,200,0.6,0.6,0.5,1,0.569283545427724,0.446979508424569,0.508131526926147,0
7,0.01,200,0.6,0.6,0.5,1,0.332806059181311,0.0926393145142757,0.212722686847793,0
7,0.05,200,0.6,0.6,0.5,1,0.564034488129149,0.526549672001191,0.54529208006517,0
7,0.1,200,0.6,0.6,0.5,1,0.496992839449153,0.453182261739486,0.47508755059432,0
7,0.3,200,0.6,0.6,0.5,1,0.562517224910594,0.613884061220576,0.588200643065585,0
9,0.01,200,0.6,0.6,0.5,1,0.268381953697383,0.0989381717059474,0.183660062701665,0
9,0.05,200,0.6,0.6,0.5,1,0.542790823940549,0.509797167959928,0.526293995950238,0
9,0.1,200,0.6,0.6,0.5,1,0.565174938173179,0.54031732095035,0.552746129561765,0
9,0.3,200,0.6,0.6,0.5,1,0.420639571131056,0.381961665225673,0.401300618178365,0
3,0.01,200,0.8,0.6,0.5,1,0.347565213632295,0.164313223189174,0.255939218410735,0
3,0.05,200,0.8,0.6,0.5,1,0.558966639101554,0.58434598071368,0.571656309907617,0
3,0.1,200,0.8,0.6,0.5,1,0.612201037935121,0.63783005638156,0.62501554715834,0
3,0.3,200,0.8,0.6,0.5,1,0.524902209291719,0.63805031505453,0.581476262173125,0
5,0.01,200,0.8,0.6,0.5,1,0.344309911959378,0.139055202780315,0.241682557369847,0
5,0.05,200,0.8,0.6,0.5,1,0.548531887274885,0.65002759562941,0.599279741452148,0
5,0.1,200,0.8,0.6,0.5,1,0.616967107116634,0.536441793672573,0.576704450394604,0
5,0.3,200,0.8,0.6,0.5,1,0.406469975439078,0.487172216741858,0.446821096090468,0
7,0.01,200,0.8,0.6,0.5,1,0.307907092455762,0.115787305735972,0.211847199095867,0
7,0.05,200,0.8,0.6,0.5,1,0.546297835548677,0.556670070987739,0.551483953268208,0
7,0.1,200,0.8,0.6,0.5,1,0.551597123256493,0.616181118820023,0.583889121038258,0
7,0.3,200,0.8,0.6,0.5,1,0.549884986585344,0.371747740991858,0.460816363788601,0
9,0.05,200,0.8,0.6,0.5,1,0.563124075699139,0.561550440834744,0.562337258266942,0
9,0.1,200,0.8,0.6,0.5,1,0.554539135037535,0.574324451522429,0.564431793279982,0
9,0.3,200,0.8,0.6,0.5,1,0.467403383759909,0.551659737260574,0.509531560510241,0
3,0.01,200,1,0.6,0.5,1,0.365574171533189,0.154613689178454,0.260093930355822,0
3,0.05,200,1,0.6,0.5,1,0.596832240111633,0.620726882838238,0.608779561474936,0
3,0.1,200,1,0.6,0.5,1,0.599005888114681,0.642749950056748,0.620877919085714,0
3,0.3,200,1,0.6,0.5,1,0.514633159033552,0.510583356679854,0.512608257856703,0
5,0.01,200,1,0.6,0.5,1,0.347775234099057,0.139939272803885,0.243857253451471,0
5,0.05,200,1,0.6,0.5,1,0.562811074550352,0.6144733172794,0.588642195914876,0
5,0.1,200,1,0.6,0.5,1,0.603933703591219,0.610767010802064,0.607350357196641,0
5,0.3,200,1,0.6,0.5,1,0.458230864028043,0.471218886083926,0.464724875055984,0
7,0.01,200,1,0.6,0.5,1,0.34364797250174,0.138063540839535,0.240855756670637,0
7,0.05,200,1,0.6,0.5,1,0.587668772964953,0.615531400562925,0.601600086763939,0
7,0.1,200,1,0.6,0.5,1,0.589859612817632,0.601023463776408,0.59544153829702,0
7,0.3,200,1,0.6,0.5,1,0.524813291646202,0.515641024562716,0.520227158104459,0
9,0.01,200,1,0.6,0.5,1,0.335576187717231,0.124611724142863,0.230093955930047,0
9,0.05,200,1,0.6,0.5,1,0.531569770069153,0.591041796822823,0.561305783445988,0
9,0.1,200,1,0.6,0.5,1,0.544811189062566,0.586829057254901,0.565820123158734,0
9,0.3,200,1,0.6,0.5,1,0.487808633040729,0.492151391013883,0.489980012027306,0
3,0.01,200,0.6,0.8,0.5,1,0.32380580177033,0.121125630263256,0.222465716016793,0
3,0.05,200,0.6,0.8,0.5,1,0.601759780210172,0.610183403846188,0.60597159202818,0
3,0.1,200,0.6,0.8,0.5,1,0.623221849168847,0.55661561176927,0.589918730469058,0
3,0.3,200,0.6,0.8,0.5,1,0.520798574098649,0.473636459747236,0.497217516922943,0
5,0.01,200,0.6,0.8,0.5,1,0.314111579822967,0.130004065741516,0.222057822782242,0
5,0.05,200,0.6,0.8,0.5,1,0.577396054299345,0.618475138726885,0.597935596513115,0
5,0.1,200,0.6,0.8,0.5,1,0.6096035137534,0.577405709809253,0.593504611781327,0
5,0.3,200,0.6,0.8,0.5,1,0.491922793582019,0.452687671121533,0.472305232351776,0
7,0.01,200,0.6,0.8,0.5,1,0.306396178704374,0.0713607114245038,0.188878445064439,0
7,0.05,200,0.6,0.8,0.5,1,0.581846293506435,0.553200899990207,0.567523596748321,0
7,0.1,200,0.6,0.8,0.5,1,0.561093745239504,0.567139544554673,0.564116644897089,0
7,0.3,200,0.6,0.8,0.5,1,0.481252640194892,0.413698802466968,0.44747572133093,0
