"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","7","0","0.96","1.49","1.66"
"LinReg MS","7","0","0.88","1.49","1.66"
"DataSplitting","7","0","0.96","1.49","1.66"
"MultipleDataSplitting","7","0","0.88","1.49","1.66"
"Knockoff","7","0","0.96","1.49","1.66"
"BH","7","0","0.96","1.49","1.66"
