"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","13","0","0.96","1.49","1.68"
"LinReg MS","13","0","0.88","1.49","1.68"
"DataSplitting","13","0","0.96","1.49","1.68"
"MultipleDataSplitting","13","0","0.88","1.49","1.68"
"Knockoff","13","0","1","1.49","1.68"
"BH","13","0","0.96","1.49","1.68"
