"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","7","0","0.96","1.51","1.67"
"LinReg MS","7","0","0.88","1.51","1.67"
"DataSplitting","7","0","0.96","1.51","1.67"
"MultipleDataSplitting","7","0","0.88","1.51","1.67"
"Knockoff","7","0.0384615384615385","1","1.51","1.67"
"BH","7","0","0.96","1.51","1.67"
