"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","8","0","0.96","1.5","1.64"
"LinReg MS","8","0","0.88","1.5","1.64"
"DataSplitting","8","0","0.96","1.5","1.64"
"MultipleDataSplitting","8","0","0.88","1.5","1.64"
"Knockoff","8","0","0.96","1.5","1.64"
"BH","8","0","0.96","1.5","1.64"
