"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","10","0","1","1.5","1.64"
"LinReg MS","10","0","0.92","1.5","1.64"
"DataSplitting","10","0","1","1.5","1.64"
"MultipleDataSplitting","10","0","0.92","1.5","1.64"
"Knockoff","10","0.193548387096774","1","1.5","1.64"
"BH","10","0","1","1.5","1.64"
