"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","11","0","0.96","1.51","1.67"
"LinReg MS","11","0","0.88","1.51","1.67"
"DataSplitting","11","0","0.96","1.51","1.67"
"MultipleDataSplitting","11","0","0.88","1.51","1.67"
"Knockoff","11","0.285714285714286","1","1.51","1.67"
"BH","11","0","0.96","1.51","1.67"
