"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","8","0","0.96","1.5","1.72"
"LinReg MS","8","0","0.96","1.5","1.72"
"DataSplitting","8","0","1","1.5","1.72"
"MultipleDataSplitting","8","0","0.92","1.5","1.72"
"Knockoff","8","0.21875","1","1.5","1.72"
"BH","8","0","1","1.5","1.72"
