"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","8","0","0.96","1.49","1.67"
"LinReg MS","8","0","0.88","1.49","1.67"
"DataSplitting","8","0","0.96","1.49","1.67"
"MultipleDataSplitting","8","0","0.88","1.49","1.67"
"Knockoff","8","0.166666666666667","1","1.49","1.67"
"BH","8","0","0.96","1.49","1.67"
