"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","11","0","0.96","1.49","1.68"
"LinReg MS","11","0","0.88","1.49","1.68"
"DataSplitting","11","0","0.96","1.49","1.68"
"MultipleDataSplitting","11","0","0.88","1.49","1.68"
"Knockoff","11","0","1","1.49","1.68"
"BH","11","0","0.96","1.49","1.68"
