"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","11","0","0.88","1.49","1.6"
"LinReg MS","11","0","0.84","1.49","1.6"
"DataSplitting","11","0","0.88","1.49","1.6"
"MultipleDataSplitting","11","0","0.8","1.49","1.6"
"Knockoff","11","0.0740740740740741","1","1.49","1.6"
"BH","11","0","0.92","1.49","1.6"
