"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","12","0","0.96","1.49","1.64"
"LinReg MS","12","0","0.88","1.49","1.64"
"DataSplitting","12","0","0.96","1.49","1.64"
"MultipleDataSplitting","12","0","0.88","1.49","1.64"
"Knockoff","12","0.0769230769230769","0.96","1.49","1.64"
"BH","12","0","0.96","1.49","1.64"
