"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","13","0","0.92","1.5","1.73"
"LinReg MS","13","0","0.84","1.5","1.73"
"DataSplitting","13","0","0.92","1.5","1.73"
"MultipleDataSplitting","13","0","0.84","1.5","1.73"
"Knockoff","13","0.21875","1","1.5","1.73"
"BH","13","0","0.92","1.5","1.73"
