"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","9","0","0.96","1.49","1.68"
"LinReg MS","9","0","0.88","1.49","1.68"
"DataSplitting","9","0","0.96","1.49","1.68"
"MultipleDataSplitting","9","0","0.88","1.49","1.68"
"Knockoff","9","0.0769230769230769","0.96","1.49","1.68"
"BH","9","0","0.96","1.49","1.68"
