"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","8","0.9","1","1.5","1.67"
"LinReg MS","8","0","0.96","1.5","1.67"
"DataSplitting","8","0","0.96","1.5","1.67"
"MultipleDataSplitting","8","0","0.92","1.5","1.67"
"Knockoff","8","0.137931034482759","1","1.5","1.67"
"BH","8","0","1","1.5","1.67"
