"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","13","0","0.92","1.5","1.62"
"LinReg MS","13","0","0.84","1.5","1.62"
"DataSplitting","13","0","0.92","1.5","1.62"
"MultipleDataSplitting","13","0","0.84","1.5","1.62"
"Knockoff","13","0.0740740740740741","1","1.5","1.62"
"BH","13","0","0.92","1.5","1.62"
