"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","12","0","0.92","1.5","1.72"
"LinReg MS","12","0","0.88","1.5","1.72"
"DataSplitting","12","0","0.96","1.5","1.72"
"MultipleDataSplitting","12","0","0.88","1.5","1.72"
"Knockoff","12","0.166666666666667","1","1.5","1.72"
"BH","12","0","0.96","1.5","1.72"
