"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","7","0","0.96","1.5","1.64"
"LinReg MS","7","0","0.88","1.5","1.64"
"DataSplitting","7","0","0.96","1.5","1.64"
"MultipleDataSplitting","7","0","0.88","1.5","1.64"
"Knockoff","7","0.193548387096774","1","1.5","1.64"
"BH","7","0","0.96","1.5","1.64"
