"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","11","0","0.96","1.5","1.7"
"LinReg MS","11","0","0.84","1.5","1.7"
"DataSplitting","11","0","0.92","1.5","1.7"
"MultipleDataSplitting","11","0","0.84","1.5","1.7"
"Knockoff","11","0","1","1.5","1.7"
"BH","11","0","0.92","1.5","1.7"
