"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","13","0","1","1.49","1.65"
"LinReg MS","13","0","0.92","1.49","1.65"
"DataSplitting","13","0","1","1.49","1.65"
"MultipleDataSplitting","13","0","0.92","1.49","1.65"
"Knockoff","13","0","1","1.49","1.65"
"BH","13","0","1","1.49","1.65"
