"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","9","0","0.92","1.5","1.73"
"LinReg MS","9","0","0.84","1.5","1.73"
"DataSplitting","9","0","0.92","1.5","1.73"
"MultipleDataSplitting","9","0","0.84","1.5","1.73"
"Knockoff","9","0.21875","1","1.5","1.73"
"BH","9","0","0.92","1.5","1.73"
