"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","12","0","0.96","1.5","1.77"
"LinReg MS","12","0","0.88","1.5","1.77"
"DataSplitting","12","0","0.96","1.5","1.77"
"MultipleDataSplitting","12","0","0.88","1.5","1.77"
"Knockoff","12","0","1","1.5","1.77"
"BH","12","0","0.96","1.5","1.77"
