"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","13","0","1","1.51","1.72"
"LinReg MS","13","0","0.92","1.51","1.72"
"DataSplitting","13","0","1","1.51","1.72"
"MultipleDataSplitting","13","0","0.92","1.51","1.72"
"Knockoff","13","0.0740740740740741","1","1.51","1.72"
"BH","13","0","1","1.51","1.72"
