"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","11","0","1","1.49","1.64"
"LinReg MS","11","0","0.92","1.49","1.64"
"DataSplitting","11","0","1","1.49","1.64"
"MultipleDataSplitting","11","0","0.92","1.49","1.64"
"Knockoff","11","0.0384615384615385","1","1.49","1.64"
"BH","11","0","1","1.49","1.64"
