"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","10","0.04","1","1.49","1.65"
"LinReg MS","10","0","0.92","1.49","1.65"
"DataSplitting","10","0","1","1.49","1.65"
"MultipleDataSplitting","10","0","0.92","1.49","1.65"
"Knockoff","10","0","1","1.49","1.65"
"BH","10","0","1","1.49","1.65"
