"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","7","0","1","1.52","1.69"
"LinReg MS","7","0","0.96","1.52","1.69"
"DataSplitting","7","0","1","1.52","1.69"
"MultipleDataSplitting","7","0","0.92","1.52","1.69"
"Knockoff","7","0.0384615384615385","1","1.52","1.69"
"BH","7","0","1","1.52","1.69"
