"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","10","0","1","1.5","1.67"
"LinReg MS","10","0","0.92","1.5","1.67"
"DataSplitting","10","0","1","1.5","1.67"
"MultipleDataSplitting","10","0","0.92","1.5","1.67"
"Knockoff","10","0","1","1.5","1.67"
"BH","10","0","1","1.5","1.67"
