"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","9","0","0.96","1.5","1.7"
"LinReg MS","9","0","0.88","1.5","1.7"
"DataSplitting","9","0","0.92","1.5","1.7"
"MultipleDataSplitting","9","0","0.84","1.5","1.7"
"Knockoff","9","0","1","1.5","1.7"
"BH","9","0","0.92","1.5","1.7"
