"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","12","0","0.96","1.49","1.65"
"LinReg MS","12","0","0.92","1.49","1.65"
"DataSplitting","12","0","0.96","1.49","1.65"
"MultipleDataSplitting","12","0","0.92","1.49","1.65"
"Knockoff","12","0.242424242424242","1","1.49","1.65"
"BH","12","0","1","1.49","1.65"
