"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","12","0","0.96","1.49","1.64"
"LinReg MS","12","0","0.88","1.49","1.64"
"DataSplitting","12","0","0.92","1.49","1.64"
"MultipleDataSplitting","12","0","0.84","1.49","1.64"
"Knockoff","12","0","1","1.49","1.64"
"BH","12","0","0.92","1.49","1.64"
