"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","8","0","1","1.51","1.68"
"LinReg MS","8","0","0.96","1.51","1.68"
"DataSplitting","8","0","1","1.51","1.68"
"MultipleDataSplitting","8","0","0.92","1.51","1.68"
"Knockoff","8","0.166666666666667","1","1.51","1.68"
"BH","8","0","1","1.51","1.68"
