"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","7","0.04","0.92","1.49","1.62"
"LinReg MS","7","0","0.88","1.49","1.62"
"DataSplitting","7","0","0.92","1.49","1.62"
"MultipleDataSplitting","7","0","0.84","1.49","1.62"
"Knockoff","7","0.107142857142857","1","1.49","1.62"
"BH","7","0","0.92","1.49","1.62"
