"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","9","0","0.96","1.49","1.64"
"LinReg MS","9","0","0.88","1.49","1.64"
"DataSplitting","9","0","0.92","1.49","1.64"
"MultipleDataSplitting","9","0","0.84","1.49","1.64"
"Knockoff","9","0","0.96","1.49","1.64"
"BH","9","0","0.92","1.49","1.64"
