"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","11","0","0.96","1.5","1.77"
"LinReg MS","11","0","0.88","1.5","1.77"
"DataSplitting","11","0","0.96","1.5","1.77"
"MultipleDataSplitting","11","0","0.88","1.5","1.77"
"Knockoff","11","0","1","1.5","1.77"
"BH","11","0","0.96","1.5","1.77"
