"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","8","0","1","1.5","1.62"
"LinReg MS","8","0","0.96","1.5","1.62"
"DataSplitting","8","0","1","1.5","1.62"
"MultipleDataSplitting","8","0","0.92","1.5","1.62"
"Knockoff","8","0.0384615384615385","1","1.5","1.62"
"BH","8","0","1","1.5","1.62"
