"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","7","0","0.96","1.5","1.77"
"LinReg MS","7","0","0.88","1.5","1.77"
"DataSplitting","7","0","0.96","1.5","1.77"
"MultipleDataSplitting","7","0","0.88","1.5","1.77"
"Knockoff","7","0","0.96","1.5","1.77"
"BH","7","0","0.96","1.5","1.77"
