"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","12","0","0.88","1.49","1.6"
"LinReg MS","12","0","0.84","1.49","1.6"
"DataSplitting","12","0","0.88","1.49","1.6"
"MultipleDataSplitting","12","0","0.8","1.49","1.6"
"Knockoff","12","0.0740740740740741","1","1.49","1.6"
"BH","12","0","0.92","1.49","1.6"
