"Method","Delta","FDP","Power"
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0
"Boost MS",12,0,0
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0
"Boost MS",12,0,0.7
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0.8,0.2
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0
"Boost MS",12,0,0.7
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0.2,0.8
"Boost MS",12,0,0.8
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0
"Boost MS",12,0.428571428571429,0.8
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0.909090909090909,0.1
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0
"Boost MS",12,0,0.7
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0.9,0.1
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0
"Boost MS",12,0,0.6
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,1,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0
"Boost MS",12,0,0.9
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0.916666666666667,0.1
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0
"Boost MS",12,0,0.5
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0
"Boost MS",12,0,0
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,1,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0.3,0.7
"Boost MS",12,0.4375,0.9
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0.5,0.7
"Boost MS",12,0,0.9
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0
"Boost MS",12,0,0.7
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0
"Boost MS",12,0,0.7
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0.909090909090909,0.1
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0
"Boost MS",12,0,0
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0.933333333333333,0.1
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0
"Boost MS",12,0,0.9
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,1,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0
"Boost MS",12,0.333333333333333,0.8
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0.357142857142857,0.9
"Boost MS",12,0.272727272727273,0.8
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,1,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0
"Boost MS",12,0.222222222222222,0.7
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0.9,0.1
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0
"Boost MS",12,0,0.5
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0.384615384615385,0.8
"Boost MS",12,0,0.5
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0,0
"Boost MS",12,0,0.7
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,0,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",12,0.571428571428571,0.9
"Boost MS",12,0.181818181818182,0.9
"DataSplitting",12,0,0
"MultipleDataSplitting",12,0,0
"Knockoff",12,1,0
"Benjamini–Hochberg (BH)",12,0,0
"Boost DS",13,0.2,0.8
"Boost MS",13,0.166666666666667,1
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,1,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0.111111111111111,0.8
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0,0.4
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.333333333333333,0.8
"Boost MS",13,0.222222222222222,0.7
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.363636363636364,0.7
"Boost MS",13,0,0.7
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0,0.6
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0,0.5
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0.846153846153846,0.2
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0.111111111111111,0.8
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,1,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.1,0.9
"Boost MS",13,0.166666666666667,1
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,1,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0.25,0.9
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.2,0.8
"Boost MS",13,0,0.9
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0.8,0.2
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0,0.4
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0.909090909090909,0.1
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.545454545454545,0.5
"Boost MS",13,0,0
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0.181818181818182,0.9
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0.8,0.2
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.416666666666667,0.7
"Boost MS",13,0,0.7
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0,0.5
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0,0.7
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.538461538461538,0.6
"Boost MS",13,0.357142857142857,0.9
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.4,0.6
"Boost MS",13,0,0.4
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0,0.6
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0,0.6
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0.111111111111111,0.8
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,1,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0,0
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0,0.4
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0,0.8
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0,0.7
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,1,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0.25,0.9
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0,0
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.2,0.8
"Boost MS",13,0,0.7
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0.8,0.2
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0,0.8
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0.916666666666667,0.1
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.2,0.8
"Boost MS",13,0,0.8
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0.111111111111111,0.8
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0.909090909090909,0.1
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0,0.6
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0.9,0.1
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0.25,0.6
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0,0.9
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0.923076923076923,0.1
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0,0.5
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0,0.3
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,1,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0.428571428571429,0.8
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.3,0.7
"Boost MS",13,0.1,0.9
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0,0.9
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0,0.7
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0.866666666666667,0.2
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0,0
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0.928571428571429,0.1
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.307692307692308,0.9
"Boost MS",13,0,0.8
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,1,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0.272727272727273,0.8
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.363636363636364,0.7
"Boost MS",13,0,0.7
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,1,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0,0.5
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0,0.6
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0.111111111111111,0.8
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0,0
"Boost MS",13,0.111111111111111,0.8
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,0,0
"Benjamini–Hochberg (BH)",13,0,0
"Boost DS",13,0.653846153846154,0.9
"Boost MS",13,0.181818181818182,0.9
"DataSplitting",13,0,0
"MultipleDataSplitting",13,0,0
"Knockoff",13,1,0
"Benjamini–Hochberg (BH)",13,0,0
