"Method","Delta","FDP","Power"
"Boost MS",9,0,0.8
"DataSplitting",9,0,0.92
"MultipleDataSplitting",9,0,0.92
"Knockoff",9,0.2,0.96
"Benjamini–Hochberg (BH)",9,0,0.92
"Boost DS",9,0.0526315789473684,0.72
"Boost MS",9,0,0.84
"DataSplitting",9,0.12,0.88
"MultipleDataSplitting",9,0,0.84
"Knockoff",9,0.0434782608695652,0.88
"Benjamini–Hochberg (BH)",9,0,0.84
"Boost DS",9,0.0476190476190476,0.8
"Boost MS",9,0,0.88
"DataSplitting",9,0.142857142857143,0.96
"MultipleDataSplitting",9,0,0.92
"Knockoff",9,0.111111111111111,0.96
"Benjamini–Hochberg (BH)",9,0,0.96
"Boost DS",9,0,0.8
"Boost MS",9,0,0.84
"DataSplitting",9,0.12,0.88
"MultipleDataSplitting",9,0,0.88
"Knockoff",9,0,0.92
"Benjamini–Hochberg (BH)",9,0,0.88
"Boost DS",9,0.307692307692308,0.72
"Boost MS",9,0,0.72
"DataSplitting",9,0,0.84
"MultipleDataSplitting",9,0,0.8
"Knockoff",9,0.125,0.84
"Benjamini–Hochberg (BH)",9,0,0.84
"Boost DS",9,0,0.6
"Boost MS",9,0,0.64
"DataSplitting",9,0,0.84
"MultipleDataSplitting",9,0.08,0.92
"Knockoff",9,0.12,0.88
"Benjamini–Hochberg (BH)",9,0,0.76
"Boost DS",9,0.166666666666667,0.8
"Boost MS",9,0.0454545454545455,0.84
"DataSplitting",9,0,0.84
"MultipleDataSplitting",9,0,0.88
"Knockoff",9,0.12,0.88
"Benjamini–Hochberg (BH)",9,0,0.88
"Boost DS",9,0,0.64
"Boost MS",9,0.1,0.72
"DataSplitting",9,0,0.72
"MultipleDataSplitting",9,0.0952380952380952,0.76
"Knockoff",9,0.136363636363636,0.76
"Benjamini–Hochberg (BH)",9,0,0.72
"Boost DS",9,0,0.6
"Boost MS",9,0.136363636363636,0.76
"DataSplitting",9,0.125,0.84
"MultipleDataSplitting",9,0,0.72
"Knockoff",9,0,0.8
"Benjamini–Hochberg (BH)",9,0,0.68
"Boost DS",9,0.105263157894737,0.68
"Boost MS",9,0,0.76
"DataSplitting",9,0.0869565217391304,0.84
"MultipleDataSplitting",9,0.0454545454545455,0.84
"Knockoff",9,0,0.8
"Benjamini–Hochberg (BH)",9,0,0.8
"Boost DS",9,0,0.56
"Boost MS",9,0,0.6
"DataSplitting",9,0.15,0.68
"MultipleDataSplitting",9,0.0526315789473684,0.72
"Knockoff",9,0.105263157894737,0.68
"Benjamini–Hochberg (BH)",9,0,0.64
"Boost DS",9,0,0.56
"Boost MS",9,0,0.64
"DataSplitting",9,0.12,0.88
"MultipleDataSplitting",9,0.0434782608695652,0.88
"Knockoff",9,0.352941176470588,0.88
"Benjamini–Hochberg (BH)",9,0,0.8
"Boost DS",9,0,0.64
"Boost MS",9,0,0.72
"DataSplitting",9,0.0909090909090909,0.8
"MultipleDataSplitting",9,0,0.8
"Knockoff",9,0,0.84
"Benjamini–Hochberg (BH)",9,0,0.72
"Boost DS",9,0,0.56
"Boost MS",9,0.0909090909090909,0.8
"DataSplitting",9,0.333333333333333,0.88
"MultipleDataSplitting",9,0,0.88
"Knockoff",9,0.0833333333333333,0.88
"Benjamini–Hochberg (BH)",9,0,0.8
"Boost DS",9,0,0.56
"Boost MS",9,0,0.6
"DataSplitting",9,0,0.68
"MultipleDataSplitting",9,0,0.76
"Knockoff",9,0.136363636363636,0.76
"Benjamini–Hochberg (BH)",9,0,0.72
"Boost DS",9,0,0.4
"Boost MS",9,0,0.64
"DataSplitting",9,0.136363636363636,0.76
"MultipleDataSplitting",9,0.0416666666666667,0.92
"Knockoff",9,0.115384615384615,0.92
"Benjamini–Hochberg (BH)",9,0,0.8
"Boost DS",9,0,0.64
"Boost MS",9,0,0.88
"DataSplitting",9,0,0.88
"MultipleDataSplitting",9,0,0.88
"Knockoff",9,0.0833333333333333,0.88
"Benjamini–Hochberg (BH)",9,0,0.88
"Boost DS",9,0.387096774193548,0.76
"Boost MS",9,0,0.84
"DataSplitting",9,0,0.84
"MultipleDataSplitting",9,0,0.92
"Knockoff",9,0,0.92
"Benjamini–Hochberg (BH)",9,0,0.92
"Boost DS",9,0,0.64
"Boost MS",9,0,0.64
"DataSplitting",9,0.0454545454545455,0.84
"MultipleDataSplitting",9,0,0.76
"Knockoff",9,0.0454545454545455,0.84
"Benjamini–Hochberg (BH)",9,0,0.72
"Boost DS",9,0.0454545454545455,0.84
"Boost MS",9,0,0.84
"DataSplitting",9,0.148148148148148,0.92
"MultipleDataSplitting",9,0.08,0.92
"Knockoff",9,0.142857142857143,0.96
"Benjamini–Hochberg (BH)",9,0,0.92
"Boost DS",9,0.136363636363636,0.76
"Boost MS",9,0,0.88
"DataSplitting",9,0,0.96
"MultipleDataSplitting",9,0,0.96
"Knockoff",9,0.04,0.96
"Benjamini–Hochberg (BH)",9,0,0.88
"Boost DS",9,0.1,0.72
"Boost MS",9,0,0.68
"DataSplitting",9,0,0.72
"MultipleDataSplitting",9,0,0.8
"Knockoff",9,0.05,0.76
"Benjamini–Hochberg (BH)",9,0,0.72
"Boost DS",9,0.0588235294117647,0.64
"Boost MS",9,0,0.68
"DataSplitting",9,0.259259259259259,0.8
"MultipleDataSplitting",9,0.192307692307692,0.84
"Knockoff",9,0.0909090909090909,0.8
"Benjamini–Hochberg (BH)",9,0,0.76
"Boost DS",9,0.0952380952380952,0.76
"Boost MS",9,0,0.84
"DataSplitting",9,0.115384615384615,0.92
"MultipleDataSplitting",9,0,0.88
"Knockoff",9,0.148148148148148,0.92
"Benjamini–Hochberg (BH)",9,0,0.88
"Boost DS",9,0.136363636363636,0.76
"Boost MS",9,0,0.84
"DataSplitting",9,0.12,0.88
"MultipleDataSplitting",9,0,0.88
"Knockoff",9,0.12,0.88
"Benjamini–Hochberg (BH)",9,0,0.88
"Boost DS",9,0.0476190476190476,0.8
"Boost MS",9,0,0.8
"DataSplitting",9,0.0869565217391304,0.84
"MultipleDataSplitting",9,0.0454545454545455,0.84
"Knockoff",9,0.0869565217391304,0.84
"Benjamini–Hochberg (BH)",9,0,0.8
"Boost DS",9,0,0.56
"Boost MS",9,0,0.68
"DataSplitting",9,0.173913043478261,0.76
"MultipleDataSplitting",9,0.05,0.76
"Knockoff",9,0.25,0.84
"Benjamini–Hochberg (BH)",9,0,0.76
"Boost DS",9,0.0588235294117647,0.64
"Boost MS",9,0,0.64
"DataSplitting",9,0,0.72
"MultipleDataSplitting",9,0,0.76
"Knockoff",9,0,0.8
"Benjamini–Hochberg (BH)",9,0,0.76
"Boost DS",9,0.0526315789473684,0.72
"Boost MS",9,0.0434782608695652,0.88
"DataSplitting",9,0.12,0.88
"MultipleDataSplitting",9,0.12,0.88
"Knockoff",9,0.2,0.96
"Benjamini–Hochberg (BH)",9,0,0.88
"Boost DS",9,0.0952380952380952,0.76
"Boost MS",9,0,0.8
"DataSplitting",9,0.0869565217391304,0.84
"MultipleDataSplitting",9,0.0454545454545455,0.84
"Knockoff",9,0.153846153846154,0.88
"Benjamini–Hochberg (BH)",9,0,0.84
"Boost DS",9,0,0.68
"Boost MS",9,0,0.68
"DataSplitting",9,0,0.8
"MultipleDataSplitting",9,0,0.76
"Knockoff",9,0.0909090909090909,0.8
"Benjamini–Hochberg (BH)",9,0,0.76
"Boost DS",9,0,0.52
"Boost MS",9,0,0.96
"DataSplitting",9,0.107142857142857,1
"MultipleDataSplitting",9,0.0384615384615385,1
"Knockoff",9,0.0384615384615385,1
"Benjamini–Hochberg (BH)",9,0,1
"Boost DS",9,0.130434782608696,0.8
"Boost MS",9,0,0.88
"DataSplitting",9,0.2,0.96
"MultipleDataSplitting",9,0,0.92
"Knockoff",9,0.142857142857143,0.96
"Benjamini–Hochberg (BH)",9,0,0.96
"Boost DS",10,0.233333333333333,0.92
"Boost MS",10,0,0.88
"DataSplitting",10,0.04,0.96
"MultipleDataSplitting",10,0,0.92
"Knockoff",10,0.111111111111111,0.96
"Benjamini–Hochberg (BH)",10,0,0.92
"Boost DS",10,0.0476190476190476,0.8
"Boost MS",10,0,0.92
"DataSplitting",10,0.178571428571429,0.92
"MultipleDataSplitting",10,0.08,0.92
"Knockoff",10,0,0.92
"Benjamini–Hochberg (BH)",10,0,0.92
"Boost DS",10,0.136363636363636,0.76
"Boost MS",10,0.0909090909090909,0.8
"DataSplitting",10,0.130434782608696,0.8
"MultipleDataSplitting",10,0.0454545454545455,0.84
"Knockoff",10,0.0909090909090909,0.8
"Benjamini–Hochberg (BH)",10,0,0.76
"Boost DS",10,0.181818181818182,0.72
"Boost MS",10,0,0.76
"DataSplitting",10,0.0454545454545455,0.84
"MultipleDataSplitting",10,0,0.8
"Knockoff",10,0.16,0.84
"Benjamini–Hochberg (BH)",10,0,0.76
"Boost DS",10,0.0625,0.6
"Boost MS",10,0,0.8
"DataSplitting",10,0.0909090909090909,0.8
"MultipleDataSplitting",10,0,0.84
"Knockoff",10,0.0833333333333333,0.88
"Benjamini–Hochberg (BH)",10,0,0.8
"Boost DS",10,0.136363636363636,0.76
"Boost MS",10,0,0.84
"DataSplitting",10,0.0869565217391304,0.84
"MultipleDataSplitting",10,0,0.88
"Knockoff",10,0.225806451612903,0.96
"Benjamini–Hochberg (BH)",10,0,0.88
"Boost DS",10,0,0.84
"Boost MS",10,0,0.84
"DataSplitting",10,0,0.92
"MultipleDataSplitting",10,0,0.88
"Knockoff",10,0.0384615384615385,1
"Benjamini–Hochberg (BH)",10,0,0.92
"Boost DS",10,0,0.68
"Boost MS",10,0,0.72
"DataSplitting",10,0.0454545454545455,0.84
"MultipleDataSplitting",10,0,0.8
"Knockoff",10,0,0.84
"Benjamini–Hochberg (BH)",10,0,0.84
"Boost DS",10,0.166666666666667,0.4
"Boost MS",10,0,0.6
"DataSplitting",10,0,0.84
"MultipleDataSplitting",10,0,0.8
"Knockoff",10,0,0.84
"Benjamini–Hochberg (BH)",10,0,0.8
"Boost DS",10,0.166666666666667,0.8
"Boost MS",10,0,0.84
"DataSplitting",10,0.178571428571429,0.92
"MultipleDataSplitting",10,0.0769230769230769,0.96
"Knockoff",10,0.233333333333333,0.92
"Benjamini–Hochberg (BH)",10,0,0.92
"Boost DS",10,0.0555555555555556,0.68
"Boost MS",10,0,0.72
"DataSplitting",10,0.16,0.84
"MultipleDataSplitting",10,0,0.88
"Knockoff",10,0,0.88
"Benjamini–Hochberg (BH)",10,0,0.84
"Boost DS",10,0,0.6
"Boost MS",10,0,0.68
"DataSplitting",10,0.0869565217391304,0.84
"MultipleDataSplitting",10,0,0.88
"Knockoff",10,0,0.96
"Benjamini–Hochberg (BH)",10,0,0.76
"Boost DS",10,0,0.8
"Boost MS",10,0.0454545454545455,0.84
"DataSplitting",10,0.12,0.88
"MultipleDataSplitting",10,0.0416666666666667,0.92
"Knockoff",10,0.258064516129032,0.92
"Benjamini–Hochberg (BH)",10,0,0.88
"Boost DS",10,0.0454545454545455,0.84
"Boost MS",10,0,0.92
"DataSplitting",10,0,0.92
"MultipleDataSplitting",10,0,0.92
"Knockoff",10,0.08,0.92
"Benjamini–Hochberg (BH)",10,0,0.92
"Boost DS",10,0.269230769230769,0.76
"Boost MS",10,0,0.8
"DataSplitting",10,0.0869565217391304,0.84
"MultipleDataSplitting",10,0,0.88
"Knockoff",10,0.0434782608695652,0.88
"Benjamini–Hochberg (BH)",10,0,0.88
"Boost DS",10,0.0416666666666667,0.92
"Boost MS",10,0,0.96
"DataSplitting",10,0.0384615384615385,1
"MultipleDataSplitting",10,0,1
"Knockoff",10,0.193548387096774,1
"Benjamini–Hochberg (BH)",10,0,1
"Boost DS",10,0,0.88
"Boost MS",10,0.08,0.92
"DataSplitting",10,0.111111111111111,0.96
"MultipleDataSplitting",10,0,0.92
"Knockoff",10,0,0.96
"Benjamini–Hochberg (BH)",10,0,0.96
"Boost DS",10,0.0588235294117647,0.64
"Boost MS",10,0,0.84
"DataSplitting",10,0,0.96
"MultipleDataSplitting",10,0,0.92
"Knockoff",10,0.2,0.96
"Benjamini–Hochberg (BH)",10,0,0.92
"Boost DS",10,0.0526315789473684,0.72
"Boost MS",10,0,0.84
"DataSplitting",10,0.08,0.92
"MultipleDataSplitting",10,0,0.88
"Knockoff",10,0.0434782608695652,0.88
"Benjamini–Hochberg (BH)",10,0,0.84
"Boost DS",10,0.130434782608696,0.8
"Boost MS",10,0,0.92
"DataSplitting",10,0.142857142857143,0.96
"MultipleDataSplitting",10,0,0.92
"Knockoff",10,0.111111111111111,0.96
"Benjamini–Hochberg (BH)",10,0,0.96
"Boost DS",10,0,0.84
"Boost MS",10,0,0.84
"DataSplitting",10,0.12,0.88
"MultipleDataSplitting",10,0,0.88
"Knockoff",10,0,0.92
"Benjamini–Hochberg (BH)",10,0,0.88
"Boost DS",10,0.269230769230769,0.76
"Boost MS",10,0,0.8
"DataSplitting",10,0,0.84
"MultipleDataSplitting",10,0,0.8
"Knockoff",10,0.125,0.84
"Benjamini–Hochberg (BH)",10,0,0.84
"Boost DS",10,0,0.64
"Boost MS",10,0,0.68
"DataSplitting",10,0,0.84
"MultipleDataSplitting",10,0.115384615384615,0.92
"Knockoff",10,0.148148148148148,0.92
"Benjamini–Hochberg (BH)",10,0,0.8
"Boost DS",10,0.16,0.84
"Boost MS",10,0.192307692307692,0.84
"DataSplitting",10,0,0.88
"MultipleDataSplitting",10,0,0.88
"Knockoff",10,0.12,0.88
"Benjamini–Hochberg (BH)",10,0,0.88
"Boost DS",10,0,0.64
"Boost MS",10,0.05,0.76
"DataSplitting",10,0,0.72
"MultipleDataSplitting",10,0.130434782608696,0.8
"Knockoff",10,0.173913043478261,0.76
"Benjamini–Hochberg (BH)",10,0,0.72
"Boost DS",10,0,0.64
"Boost MS",10,0.05,0.76
"DataSplitting",10,0.153846153846154,0.88
"MultipleDataSplitting",10,0,0.76
"Knockoff",10,0,0.8
"Benjamini–Hochberg (BH)",10,0,0.68
"Boost DS",10,0.15,0.68
"Boost MS",10,0,0.76
"DataSplitting",10,0.0869565217391304,0.84
"MultipleDataSplitting",10,0.0434782608695652,0.88
"Knockoff",10,0,0.88
"Benjamini–Hochberg (BH)",10,0,0.8
"Boost DS",10,0,0.6
"Boost MS",10,0,0.64
"DataSplitting",10,0.142857142857143,0.72
"MultipleDataSplitting",10,0.0526315789473684,0.72
"Knockoff",10,0.1,0.72
"Benjamini–Hochberg (BH)",10,0,0.68
"Boost DS",10,0,0.6
"Boost MS",10,0,0.72
"DataSplitting",10,0.0454545454545455,0.84
"MultipleDataSplitting",10,0.0434782608695652,0.88
"Knockoff",10,0.352941176470588,0.88
"Benjamini–Hochberg (BH)",10,0,0.88
"Boost DS",10,0,0.72
"Boost MS",10,0,0.76
"DataSplitting",10,0.0909090909090909,0.8
"MultipleDataSplitting",10,0,0.8
"Knockoff",10,0,0.84
"Benjamini–Hochberg (BH)",10,0,0.72
"Boost DS",10,0,0.56
"Boost MS",10,0.0869565217391304,0.84
"DataSplitting",10,0.290322580645161,0.88
"MultipleDataSplitting",10,0,0.88
"Knockoff",10,0.12,0.88
"Benjamini–Hochberg (BH)",10,0,0.84
"Boost DS",10,0,0.6
"Boost MS",10,0,0.64
"DataSplitting",10,0.1,0.72
"MultipleDataSplitting",10,0.05,0.76
"Knockoff",10,0.130434782608696,0.8
"Benjamini–Hochberg (BH)",10,0,0.72
"Boost DS",10,0,0.56
"Boost MS",10,0,0.68
"DataSplitting",10,0.0476190476190476,0.8
"MultipleDataSplitting",10,0,0.92
"Knockoff",10,0.111111111111111,0.96
"Benjamini–Hochberg (BH)",10,0,0.84
"Boost DS",10,0.105263157894737,0.68
"Boost MS",10,0,0.88
"DataSplitting",10,0,0.88
"MultipleDataSplitting",10,0,0.88
"Knockoff",10,0.0833333333333333,0.88
"Benjamini–Hochberg (BH)",10,0,0.88
"Boost DS",10,0.354838709677419,0.8
"Boost MS",10,0,0.84
"DataSplitting",10,0,0.84
"MultipleDataSplitting",10,0,0.92
"Knockoff",10,0,0.92
"Benjamini–Hochberg (BH)",10,0,0.92
"Boost DS",10,0,0.64
"Boost MS",10,0,0.68
"DataSplitting",10,0.125,0.84
"MultipleDataSplitting",10,0,0.8
"Knockoff",10,0.0434782608695652,0.88
"Benjamini–Hochberg (BH)",10,0,0.76
"Boost DS",10,0.0454545454545455,0.84
"Boost MS",10,0,0.88
"DataSplitting",10,0.148148148148148,0.92
"MultipleDataSplitting",10,0.08,0.92
"Knockoff",10,0.142857142857143,0.96
"Benjamini–Hochberg (BH)",10,0,0.92
"Boost DS",10,0.130434782608696,0.8
"Boost MS",10,0,0.92
"DataSplitting",10,0,0.96
"MultipleDataSplitting",10,0,0.96
"Knockoff",10,0.04,0.96
"Benjamini–Hochberg (BH)",10,0,0.96
"Boost DS",10,0.1,0.72
"Boost MS",10,0,0.68
"DataSplitting",10,0.0476190476190476,0.8
"MultipleDataSplitting",10,0,0.8
"Knockoff",10,0.0476190476190476,0.8
"Benjamini–Hochberg (BH)",10,0,0.76
"Boost DS",10,0.0555555555555556,0.68
"Boost MS",10,0,0.72
"DataSplitting",10,0.2,0.8
"MultipleDataSplitting",10,0.12,0.88
"Knockoff",10,0.130434782608696,0.8
"Benjamini–Hochberg (BH)",10,0,0.8
"Boost DS",10,0.166666666666667,0.8
"Boost MS",10,0,0.84
"DataSplitting",10,0.115384615384615,0.92
"MultipleDataSplitting",10,0,0.92
"Knockoff",10,0.148148148148148,0.92
"Benjamini–Hochberg (BH)",10,0,0.92
"Boost DS",10,0.173913043478261,0.76
"Boost MS",10,0,0.84
"DataSplitting",10,0.12,0.88
"MultipleDataSplitting",10,0,0.88
"Knockoff",10,0.12,0.88
"Benjamini–Hochberg (BH)",10,0,0.88
"Boost DS",10,0.0476190476190476,0.8
"Boost MS",10,0,0.8
"DataSplitting",10,0.0869565217391304,0.84
"MultipleDataSplitting",10,0,0.84
"Knockoff",10,0.0869565217391304,0.84
"Benjamini–Hochberg (BH)",10,0,0.84
"Boost DS",10,0,0.68
"Boost MS",10,0,0.68
"DataSplitting",10,0.24,0.76
"MultipleDataSplitting",10,0.0476190476190476,0.8
"Knockoff",10,0.222222222222222,0.84
"Benjamini–Hochberg (BH)",10,0,0.76
"Boost DS",10,0.0588235294117647,0.64
"Boost MS",10,0,0.64
"DataSplitting",10,0,0.72
"MultipleDataSplitting",10,0,0.8
"Knockoff",10,0,0.8
"Benjamini–Hochberg (BH)",10,0,0.76
"Boost DS",10,0.0526315789473684,0.72
"Boost MS",10,0,0.88
"DataSplitting",10,0.12,0.88
"MultipleDataSplitting",10,0.0416666666666667,0.92
"Knockoff",10,0.2,0.96
"Benjamini–Hochberg (BH)",10,0,0.88
"Boost DS",10,0.0952380952380952,0.76
"Boost MS",10,0,0.84
"DataSplitting",10,0.0833333333333333,0.88
"MultipleDataSplitting",10,0,0.88
"Knockoff",10,0.12,0.88
"Benjamini–Hochberg (BH)",10,0,0.88
"Boost DS",10,0.1,0.72
"Boost MS",10,0,0.68
"DataSplitting",10,0,0.8
"MultipleDataSplitting",10,0,0.8
"Knockoff",10,0.125,0.84
"Benjamini–Hochberg (BH)",10,0,0.8
"Boost DS",10,0.0952380952380952,0.76
"Boost MS",10,0,1
"DataSplitting",10,0.107142857142857,1
"MultipleDataSplitting",10,0,1
"Knockoff",10,0.0384615384615385,1
"Benjamini–Hochberg (BH)",10,0,1
"Boost DS",10,0.0909090909090909,0.8
"Boost MS",10,0,0.88
"DataSplitting",10,0.2,0.96
"MultipleDataSplitting",10,0,0.96
"Knockoff",10,0.142857142857143,0.96
"Benjamini–Hochberg (BH)",10,0,0.96
"Boost DS",11,0.206896551724138,0.92
"Boost MS",11,0,0.92
"DataSplitting",11,0.04,0.96
"MultipleDataSplitting",11,0,0.92
"Knockoff",11,0.111111111111111,0.96
"Benjamini–Hochberg (BH)",11,0,0.96
"Boost DS",11,0.0869565217391304,0.84
"Boost MS",11,0,0.92
"DataSplitting",11,0.172413793103448,0.96
"MultipleDataSplitting",11,0.08,0.92
"Knockoff",11,0,0.96
"Benjamini–Hochberg (BH)",11,0,0.92
"Boost DS",11,0.136363636363636,0.76
"Boost MS",11,0.05,0.76
"DataSplitting",11,0.12,0.88
"MultipleDataSplitting",11,0,0.88
"Knockoff",11,0.0869565217391304,0.84
"Benjamini–Hochberg (BH)",11,0,0.76
"Boost DS",11,0.217391304347826,0.72
"Boost MS",11,0,0.76
"DataSplitting",11,0.0454545454545455,0.84
"MultipleDataSplitting",11,0,0.8
"Knockoff",11,0.16,0.84
"Benjamini–Hochberg (BH)",11,0,0.84
"Boost DS",11,0.0952380952380952,0.76
"Boost MS",11,0,0.8
"DataSplitting",11,0.0909090909090909,0.8
"MultipleDataSplitting",11,0,0.84
"Knockoff",11,0.0833333333333333,0.88
"Benjamini–Hochberg (BH)",11,0,0.88
"Boost DS",11,0.136363636363636,0.76
"Boost MS",11,0,0.84
"DataSplitting",11,0.0454545454545455,0.84
"MultipleDataSplitting",11,0.0434782608695652,0.88
"Knockoff",11,0.225806451612903,0.96
"Benjamini–Hochberg (BH)",11,0,0.88
"Boost DS",11,0,0.88
"Boost MS",11,0,0.84
"DataSplitting",11,0,0.96
"MultipleDataSplitting",11,0,0.92
"Knockoff",11,0.0384615384615385,1
"Benjamini–Hochberg (BH)",11,0,0.92
"Boost DS",11,0,0.72
"Boost MS",11,0,0.76
"DataSplitting",11,0,0.84
"MultipleDataSplitting",11,0,0.84
"Knockoff",11,0,0.84
"Benjamini–Hochberg (BH)",11,0,0.84
"Boost DS",11,0.166666666666667,0.4
"Boost MS",11,0,0.72
"DataSplitting",11,0,0.84
"MultipleDataSplitting",11,0,0.8
"Knockoff",11,0,0.84
"Benjamini–Hochberg (BH)",11,0,0.8
"Boost DS",11,0.16,0.84
"Boost MS",11,0,0.88
"DataSplitting",11,0.0769230769230769,0.96
"MultipleDataSplitting",11,0.0769230769230769,0.96
"Knockoff",11,0.233333333333333,0.92
"Benjamini–Hochberg (BH)",11,0,0.92
"Boost DS",11,0.0555555555555556,0.68
"Boost MS",11,0,0.76
"DataSplitting",11,0.0833333333333333,0.88
"MultipleDataSplitting",11,0,0.88
"Knockoff",11,0,0.88
"Benjamini–Hochberg (BH)",11,0,0.84
"Boost DS",11,0,0.64
"Boost MS",11,0,0.68
"DataSplitting",11,0.0454545454545455,0.84
"MultipleDataSplitting",11,0,0.92
"Knockoff",11,0,0.96
"Benjamini–Hochberg (BH)",11,0,0.84
"Boost DS",11,0,0.8
"Boost MS",11,0.0454545454545455,0.84
"DataSplitting",11,0.115384615384615,0.92
"MultipleDataSplitting",11,0.0416666666666667,0.92
"Knockoff",11,0.258064516129032,0.92
"Benjamini–Hochberg (BH)",11,0,0.92
"Boost DS",11,0.0454545454545455,0.84
"Boost MS",11,0,0.92
"DataSplitting",11,0,0.92
"MultipleDataSplitting",11,0,0.92
"Knockoff",11,0.08,0.92
"Benjamini–Hochberg (BH)",11,0,0.92
"Boost DS",11,0.259259259259259,0.8
"Boost MS",11,0,0.84
"DataSplitting",11,0.0454545454545455,0.84
"MultipleDataSplitting",11,0,0.88
"Knockoff",11,0.0434782608695652,0.88
"Benjamini–Hochberg (BH)",11,0,0.88
"Boost DS",11,0,0.96
"Boost MS",11,0.04,0.96
"DataSplitting",11,0.0384615384615385,1
"MultipleDataSplitting",11,0,1
"Knockoff",11,0.193548387096774,1
"Benjamini–Hochberg (BH)",11,0,1
"Boost DS",11,0,0.88
"Boost MS",11,0.142857142857143,0.96
"DataSplitting",11,0.111111111111111,0.96
"MultipleDataSplitting",11,0,0.92
"Knockoff",11,0,0.96
"Benjamini–Hochberg (BH)",11,0,0.96
"Boost DS",11,0.1,0.72
"Boost MS",11,0,0.88
"DataSplitting",11,0,0.96
"MultipleDataSplitting",11,0,0.92
"Knockoff",11,0.2,0.96
"Benjamini–Hochberg (BH)",11,0,0.92
"Boost DS",11,0.0952380952380952,0.76
"Boost MS",11,0,0.84
"DataSplitting",11,0.115384615384615,0.92
"MultipleDataSplitting",11,0,0.88
"Knockoff",11,0.0434782608695652,0.88
"Benjamini–Hochberg (BH)",11,0,0.88
"Boost DS",11,0.0434782608695652,0.88
"Boost MS",11,0,0.92
"DataSplitting",11,0.142857142857143,0.96
"MultipleDataSplitting",11,0,0.92
"Knockoff",11,0.111111111111111,0.96
"Benjamini–Hochberg (BH)",11,0,0.96
"Boost DS",11,0,0.92
"Boost MS",11,0,0.84
"DataSplitting",11,0.153846153846154,0.88
"MultipleDataSplitting",11,0,0.92
"Knockoff",11,0,0.92
"Benjamini–Hochberg (BH)",11,0,0.92
"Boost DS",11,0.208333333333333,0.76
"Boost MS",11,0,0.8
"DataSplitting",11,0,0.84
"MultipleDataSplitting",11,0,0.8
"Knockoff",11,0.125,0.84
"Benjamini–Hochberg (BH)",11,0,0.84
"Boost DS",11,0,0.64
"Boost MS",11,0,0.72
"DataSplitting",11,0,0.92
"MultipleDataSplitting",11,0.08,0.92
"Knockoff",11,0.148148148148148,0.92
"Benjamini–Hochberg (BH)",11,0,0.84
"Boost DS",11,0.16,0.84
"Boost MS",11,0.0434782608695652,0.88
"DataSplitting",11,0,0.88
"MultipleDataSplitting",11,0,0.88
"Knockoff",11,0.12,0.88
"Benjamini–Hochberg (BH)",11,0,0.88
"Boost DS",11,0,0.64
"Boost MS",11,0.0476190476190476,0.8
"DataSplitting",11,0,0.72
"MultipleDataSplitting",11,0.0869565217391304,0.84
"Knockoff",11,0.12,0.88
"Benjamini–Hochberg (BH)",11,0,0.72
"Boost DS",11,0,0.68
"Boost MS",11,0.05,0.76
"DataSplitting",11,0.115384615384615,0.92
"MultipleDataSplitting",11,0,0.84
"Knockoff",11,0,0.8
"Benjamini–Hochberg (BH)",11,0,0.76
"Boost DS",11,0.136363636363636,0.76
"Boost MS",11,0.0476190476190476,0.8
"DataSplitting",11,0.0869565217391304,0.84
"MultipleDataSplitting",11,0.0434782608695652,0.88
"Knockoff",11,0,0.88
"Benjamini–Hochberg (BH)",11,0,0.84
"Boost DS",11,0,0.6
"Boost MS",11,0,0.64
"DataSplitting",11,0.181818181818182,0.72
"MultipleDataSplitting",11,0.0526315789473684,0.72
"Knockoff",11,0.0952380952380952,0.76
"Benjamini–Hochberg (BH)",11,0,0.72
"Boost DS",11,0,0.68
"Boost MS",11,0,0.72
"DataSplitting",11,0.0434782608695652,0.88
"MultipleDataSplitting",11,0.0434782608695652,0.88
"Knockoff",11,0.333333333333333,0.88
"Benjamini–Hochberg (BH)",11,0,0.88
"Boost DS",11,0,0.72
"Boost MS",11,0,0.8
"DataSplitting",11,0.0909090909090909,0.8
"MultipleDataSplitting",11,0,0.84
"Knockoff",11,0,0.84
"Benjamini–Hochberg (BH)",11,0,0.8
"Boost DS",11,0.130434782608696,0.8
"Boost MS",11,0.125,0.84
"DataSplitting",11,0.290322580645161,0.88
"MultipleDataSplitting",11,0,0.88
"Knockoff",11,0.12,0.88
"Benjamini–Hochberg (BH)",11,0,0.88
"Boost DS",11,0,0.64
"Boost MS",11,0,0.68
"DataSplitting",11,0,0.72
"MultipleDataSplitting",11,0.0476190476190476,0.8
"Knockoff",11,0.130434782608696,0.8
"Benjamini–Hochberg (BH)",11,0,0.76
"Boost DS",11,0,0.56
"Boost MS",11,0,0.76
"DataSplitting",11,0,0.88
"MultipleDataSplitting",11,0,0.92
"Knockoff",11,0.111111111111111,0.96
"Benjamini–Hochberg (BH)",11,0,0.92
"Boost DS",11,0.0555555555555556,0.68
"Boost MS",11,0,0.88
"DataSplitting",11,0,0.88
"MultipleDataSplitting",11,0,0.88
"Knockoff",11,0.08,0.92
"Benjamini–Hochberg (BH)",11,0,0.88
"Boost DS",11,0.34375,0.84
"Boost MS",11,0,0.88
"DataSplitting",11,0,0.84
