"V1","V2","V3","V4"
"LinReg DS","7","0","0"
"LinReg MS","7","0","0.6"
"DataSplitting","7","0.142857142857143","0.72"
"MultipleDataSplitting","7","0","0.72"
"Knockoff","7","0.0555555555555556","0.68"
"BH","7","0","0.64"
