"Method","Delta","FDP","Power"
"Mars DS",7,0,0.84
"Mars MS",7,0,0.8
"DataSplitting",7,0,0
"MultipleDataSplitting",7,0,0
"Knockoff",7,0.230769230769231,0.4
"Benjamini-Hochberg (BH)",7,0,0
