"Method","Delta","FDP","Power"
"Mars DS",8,0,0.88
"Mars MS",8,0,0.8
"DataSplitting",8,0,0
"MultipleDataSplitting",8,0,0
"Knockoff",8,0.133333333333333,0.52
"Benjamini-Hochberg (BH)",8,0,0
