"V1","V2","V3","V4"
"LinReg DS","13","0","0.88"
"LinReg MS","13","0","0.96"
"DataSplitting","13","0.0384615384615385","1"
"MultipleDataSplitting","13","0.04","0.96"
"Knockoff","13","0.0740740740740741","1"
"BH","13","0","0.96"
