"V1","V2","V3","V4"
"LinReg DS","12","0.259259259259259","0.8"
"LinReg MS","12","0.0476190476190476","0.8"
"DataSplitting","12","0","0.8"
"MultipleDataSplitting","12","0.0434782608695652","0.88"
"Knockoff","12","0.0869565217391304","0.84"
"BH","12","0","0.8"
