"Method","Delta","FDP","Power"
"Boost DS",12,0,1
"Boost MS",12,0,1
"DataSplitting",12,0.1,0.9
"MultipleDataSplitting",12,0,0.3
"Knockoff",12,0.444444444444444,1
"Benjamini-Hochberg (BH)",12,0,0.9
