"V1","V2","V3","V4"
"LinReg DS","12","0.08","0.92"
"LinReg MS","12","0","0.84"
"DataSplitting","12","0.25","0.96"
"MultipleDataSplitting","12","0.0769230769230769","0.96"
"Knockoff","12","0.2","0.96"
"BH","12","0","0.92"
