"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","8","0","0.92","1.5","1.7"
"LinReg MS","8","0","0.88","1.5","1.7"
"DataSplitting","8","0","0.92","1.5","1.7"
"MultipleDataSplitting","8","0","0.88","1.5","1.7"
"Knockoff","8","0.193548387096774","1","1.5","1.7"
"BH","8","0","0.96","1.5","1.7"
