"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","8","0","1","1.48","1.63"
"LinReg MS","8","0","0.92","1.48","1.63"
"DataSplitting","8","0","1","1.48","1.63"
"MultipleDataSplitting","8","0","0.92","1.48","1.63"
"Knockoff","8","0.0384615384615385","1","1.48","1.63"
"BH","8","0","1","1.48","1.63"
