"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","10","0","0.96","1.49","1.64"
"LinReg MS","10","0","0.88","1.49","1.64"
"DataSplitting","10","0","0.96","1.49","1.64"
"MultipleDataSplitting","10","0","0.88","1.49","1.64"
"Knockoff","10","0.0384615384615385","1","1.49","1.64"
"BH","10","0","0.96","1.49","1.64"
