"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","10","0","0.96","1.5","1.65"
"LinReg MS","10","0","0.88","1.5","1.65"
"DataSplitting","10","0","0.96","1.5","1.65"
"MultipleDataSplitting","10","0","0.88","1.5","1.65"
"Knockoff","10","0.0384615384615385","1","1.5","1.65"
"BH","10","0","0.96","1.5","1.65"
