"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","7","0","0.96","1.5","1.69"
"LinReg MS","7","0","0.88","1.5","1.69"
"DataSplitting","7","0","0.96","1.5","1.69"
"MultipleDataSplitting","7","0","0.88","1.5","1.69"
"Knockoff","7","0.04","0.96","1.5","1.69"
"BH","7","0","0.96","1.5","1.69"
