"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","12","0","0.92","1.5","1.66"
"LinReg MS","12","0","0.84","1.5","1.66"
"DataSplitting","12","0","0.92","1.5","1.66"
"MultipleDataSplitting","12","0","0.84","1.5","1.66"
"Knockoff","12","0","0.96","1.5","1.66"
"BH","12","0","0.92","1.5","1.66"
