"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","7","0","1","1.51","1.7"
"LinReg MS","7","0","0.92","1.51","1.7"
"DataSplitting","7","0","1","1.51","1.7"
"MultipleDataSplitting","7","0","0.92","1.51","1.7"
"Knockoff","7","0.21875","1","1.51","1.7"
"BH","7","0","1","1.51","1.7"
