"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","13","0","0.96","1.5","1.64"
"LinReg MS","13","0","0.92","1.5","1.64"
"DataSplitting","13","0","0.96","1.5","1.64"
"MultipleDataSplitting","13","0","0.88","1.5","1.64"
"Knockoff","13","0.0740740740740741","1","1.5","1.64"
"BH","13","0","1","1.5","1.64"
