"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","10","0","1","1.5","1.75"
"LinReg MS","10","0","0.92","1.5","1.75"
"DataSplitting","10","0","1","1.5","1.75"
"MultipleDataSplitting","10","0","0.92","1.5","1.75"
"Knockoff","10","0.107142857142857","1","1.5","1.75"
"BH","10","0","1","1.5","1.75"
