"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","10","0","1","1.51","1.7"
"LinReg MS","10","0","0.92","1.51","1.7"
"DataSplitting","10","0","1","1.51","1.7"
"MultipleDataSplitting","10","0","0.92","1.51","1.7"
"Knockoff","10","0.21875","1","1.51","1.7"
"BH","10","0","1","1.51","1.7"
