"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","13","0","0.92","1.5","1.7"
"LinReg MS","13","0","0.88","1.5","1.7"
"DataSplitting","13","0","0.92","1.5","1.7"
"MultipleDataSplitting","13","0","0.84","1.5","1.7"
"Knockoff","13","0.193548387096774","1","1.5","1.7"
"BH","13","0","0.96","1.5","1.7"
