"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","10","0","1","1.5","1.68"
"LinReg MS","10","0","0.92","1.5","1.68"
"DataSplitting","10","0","0.96","1.5","1.68"
"MultipleDataSplitting","10","0","0.92","1.5","1.68"
"Knockoff","10","0.0740740740740741","1","1.5","1.68"
"BH","10","0","1","1.5","1.68"
