"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","9","0","0.96","1.5","1.71"
"LinReg MS","9","0","0.88","1.5","1.71"
"DataSplitting","9","0","0.96","1.5","1.71"
"MultipleDataSplitting","9","0","0.88","1.5","1.71"
"Knockoff","9","0.107142857142857","1","1.5","1.71"
"BH","9","0","0.96","1.5","1.71"
