"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","7","0","1","1.5","1.75"
"LinReg MS","7","0","0.92","1.5","1.75"
"DataSplitting","7","0","1","1.5","1.75"
"MultipleDataSplitting","7","0","0.92","1.5","1.75"
"Knockoff","7","0.107142857142857","1","1.5","1.75"
"BH","7","0","1","1.5","1.75"
