"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","8","0","0.96","1.5","1.73"
"LinReg MS","8","0","0.88","1.5","1.73"
"DataSplitting","8","0","0.96","1.5","1.73"
"MultipleDataSplitting","8","0","0.88","1.5","1.73"
"Knockoff","8","0.324324324324324","1","1.5","1.73"
"BH","8","0","0.96","1.5","1.73"
