"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","12","0","0.92","1.5","1.67"
"LinReg MS","12","0","0.84","1.5","1.67"
"DataSplitting","12","0","0.92","1.5","1.67"
"MultipleDataSplitting","12","0","0.84","1.5","1.67"
"Knockoff","12","0.2","0.96","1.5","1.67"
"BH","12","0","0.92","1.5","1.67"
