"Method","delta","fdp","power","mean_VIF","max_VIF"
"LinReg DS","9","0","0.96","1.5","1.77"
"LinReg MS","9","0","0.88","1.5","1.77"
"DataSplitting","9","0","0.96","1.5","1.77"
"MultipleDataSplitting","9","0","0.88","1.5","1.77"
"Knockoff","9","0","1","1.5","1.77"
"BH","9","0","0.96","1.5","1.77"
